gcardId,relCode,phoneType1,phoneType2,city,state,zip,countryCode,jobTypeID,rentOwnFlag,DOB,Gender,CriminalQuestion,BrokenLease,Evicted,SuedForDamage,SuedForRent,MaritalStatus,ResidentDesignation,IsInternationalApplicant,PrefCommunicationType,County,status,trfsrcName,gcardPreferedFloorplanGroupId,gcardOccupantCount
124464508,H,H,W,Windsor Mill,MD,21244,,,F,12/16/1975,F,,0,0,0,1,,,0,,,1,ApartmentGuide.com,Z000000003,1
124426438,H,H,W,Lakewood,CO,80215,,,F,4/14/1988,M,,1,0,0,0,,,0,,,1,Apartment List,Z000000001,0
124404739,H,H,M,McKinney,TX,75070,,T0000017,R,4/3/1987,F,,0,1,0,0,,,0,,,1,Apartment List,Z000000005,3
124390217,H,H,M,Old Orchard Beach,ME,04064-1661,US,,F,4/29/1993,,0,1,0,0,0,,,0,,,1,Apartment List,Z000000001,1
124341001,H,H,M,Houston,TX,77064,,U0000008,N,4/14/1969,M,,1,0,0,0,,,0,,,1,Transit,Z000000063,2
124322628,H,H,W,Dallas         ,TX,75204,,Techno,R,2/10/1989,M,,0,1,0,0,,,0,,,1,Apartment Locator,Z000000063,2
124293037,H,M,,Washington,DC,20020,,,F,4/16/1991,,0,1,0,0,0,,,0,,,1,Twitter.com,Z000000001,0
124274294,H,H,W,Houston,TX,77077,,T0000015,R,4/6/1987,M,,1,0,0,1,,,0,,,1,Property Signage,Z000000005,1
124238718,H,H,W,Greensboro,NC,27407,,,F,7/21/1983,,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000007,0
124204157,H,H,W,Palatine,IL,60074,,T0000012,O,7/15/1958,F,,0,1,0,0,,,0,,,1,Property Website,Z000000005,1
124188361,H,H,,San Rafael,CA,94901,,Techno,N,3/17/1957,M,,0,1,0,0,,,0,,,1,Greystar Property Referral,Z000000001,1
124106126,H,H,W,Houston,TX,77079,,,F,1/12/1989,F,,1,0,0,0,,,0,,,1,Realtor Referral,Z000000005,0
124094457,H,H,M,Spring,TX,77388,,T0000003,R,3/6/1958,F,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000007,3
124019364,H,H,W,Tallahassee,FL,32311,,,R,9/14/1978,M,,0,1,0,0,,,0,,,1,Property Website,Z000000001,1
123990494,H,H,M,Midland,TX,79706,,,R,7/25/1992,M,,0,1,0,1,,,0,,,1,Apartment List,Z000000005,1
123989940,H,H,W,Landover Hills,MD,20784,,,F,4/13/1982,,,0,0,0,1,,,0,,,1,ForRent.com,Z000000003,0
123845307,H,H,,Orlando,Fl,32803,,,R,5/8/1982,M,,1,0,0,0,,,0,,,1,Greystar.com,Z000000001,1
123845307,H,H,,Orlando,Fl,32803,,,R,5/8/1982,M,,1,0,0,0,,,0,,,1,Greystar.com,Z000000001,1
123838073,H,M,,Houston,TX,77066,,,F,2/19/1984,F,0,1,0,0,0,,,0,,,1,Apartment Finder,Z000000005,0
123772228,H,H,W,Spring,TX,77379,,,R,2/12/1955,F,,1,0,0,0,,,0,,,1,Property Signage,Z000000005,3
123750625,H,M,,Spring,TX,77386,,,F,12/7/1984,M,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,0
123729158,H,H,W,Houston,TX,77079,,,F,1/17/1972,M,,1,0,0,0,,,0,,,1,Apartment Finder,Z000000001,0
123712837,H,H,W,Pflugerville,TX,78660,,,N,6/25/1971,M,,0,1,0,0,,,0,,,1,Apartment Locator,Z000000005,4
123612842,H,H,W,Herndon,VA,20170,,,F,2/7/1961,F,,0,0,0,1,,,0,,,1,Property Signage,Z000000005,0
123536192,H,H,M,Mukilteo,WA,98275,,Techno,R,1/16/1968,M,,0,1,0,0,,,0,,,1,Live/Work in Area,Z000000005,1
123535389,H,H,W,Herndon,VA,20170,,,R,7/9/1969,F,,0,1,0,0,,,0,,,1,Property Website,Z000000005,1
123531130,H,H,M,Anaheim,CA,92805,,,R,9/16/1994,M,,0,1,0,0,,,0,,,1,Zillow Rental Network,Z000000040,0
123529347,H,H,W,Lakewood,CO,80215,,,F,8/6/1992,F,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000001,0
123514838,H,H,W,San Antonio ,TX,78214,,,R,8/18/1983,F,,1,0,0,0,,,0,EMAIL,,1,Apartment Locator,Z000000001,2
123501736,H,M,,Landover,MD,20785-5912,,,F,7/17/1986,,0,0,0,0,1,,,0,,,1,ForRent.com,Z000000057,0
123374181,H,H,,Humble,TX,77338,,,F,1/10/1980,F,,1,0,0,0,,,0,,,1,Zillow Rental Network,Z000000003,0
123335459,H,H,M,Universal City,TX,78148,,T0000015,N,7/25/1980,M,,1,0,0,0,,,0,,,1,Realtor Referral,Z000000003,1
123272837,H,H,W,Austin,TX,78735,,,R,5/22/1966,F,,0,1,0,0,,,0,,,1,Apartment Locators,Z000000001,0
123272817,H,M,,New Carrollton,MD,20784,,,F,8/25/1989,,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000001,0
123269509,H,M,,Oxon Hill,MD,20745,,,F,5/1/1988,F,,1,0,0,0,,,0,,,1,ApartmentShowcase.com,Z000000003,0
123258044,H,H,M,Ft Worth,TX,76131-7531,,T0000014,R,5/18/1989,M,,1,0,0,0,,,0,,,1,Resident Referral,Z000000005,1
123187536,H,H,W,The Woodlands,TX,77380,,T0000001,R,6/9/1983,F,,1,0,0,0,,,0,,,1,Google.com,Z000000005,1
123169448,H,H,W,Flower Mound,TX,75022,,T0000004,R,2/18/1991,M,,0,1,0,0,,,0,,,1,Apartment Locators,Z000000001,2
123147845,H,H,M,Fairfax,VA,22033,,U0000008,R,2/5/1953,F,,0,0,0,1,,,0,,,1,Property Website-Desktop,Z000000007,2
123105725,H,H,W,North Richland Hills,TX,76180-6094,,T0000023,R,8/7/1969,F,,1,0,0,0,,,0,,,1,Drive By,Z000000005,3
123073025,H,H,W,Austin,TX,78758,,,R,3/11/1985,M,,0,0,0,1,,,0,,,1,Apartment Hunters,Z000000005,2
123057797,H,H,W,Spring,TX,77386-0919,,T0000015,R,8/29/1986,M,,1,0,0,0,,,0,,,1,Bandit/Bootleg Sign,Z000000001,1
123036771,H,H,M,Flower Mound,TX,75022,,Hsptlty,R,3/10/1993,M,,0,1,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000001,2
123001392,H,H,W,Rockville,MD,20850,,,F,10/5/1978,F,,0,0,0,1,,,0,,,1,Drive By,Z000000005,2
121966092,H,H,W,Spring,TX,77386-0925,,T0000013,R,7/2/1996,M,,1,0,0,0,,,0,,,1,Google.com,Z000000001,1
121952946,H,H,W,Grand Prairie,TX,75050,,T0000015,N,8/8/1987,F,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000001,1
121950554,H,H,W,Spring,TX,77386,,T0000014,N,12/30/1977,M,,1,0,0,0,,,0,,,1,ProMove,Z000000005,2
121928228,H,H,W,Grand Prairie,TX,75050,,T0000015,N,4/30/1991,M,,1,0,0,0,,,0,,,1,UMoveForFree.com,Z000000001,1
121927985,H,H,W,Rockville,MD,20850,,,F,4/1/1979,M,,0,0,1,0,,,0,,,1,Property Website-Desktop,Z000000007,2
121904021,H,H,M,Spring,TX,77386,,T0000020,N,9/20/1994,F,,1,0,0,0,,,0,,,1,Google.com,Z000000001,1
121903666,H,H,W,San Antonio,TX,78233,,,F,7/27/1965,F,,1,0,0,0,,,0,,,1,ApartmentRatings.com,Z000000005,2
121858210,H,H,W,Austin,TX,78750,,,R,12/27/1973,F,,1,0,0,0,,,0,,,1,Live/Work in Area,Z000000005,2
121821878,H,W,W,Houston,TX,77089,,T0000012,N,4/17/1986,F,,0,1,0,0,,,0,,,1,Google.com,Z000000005,2
121796698,H,H,W,Charlotte,NC,28216,,T0000001,R,4/4/1968,F,,0,0,0,1,,,0,EMAIL,,1,Live/Work in Area,Z000000005,1
121759403,H,H,W,Lewisville,TX,75067,,T0000001,R,7/3/1970,F,,0,0,0,1,,,0,,,1,Banner/A-Frame/Other Sign,Z000000001,1
121735271,H,H,W,San Antonio,TX,78233,,,R,1/22/1989,M,,0,0,1,0,,,0,,,1,Employee Referral,Z000000001,1
121681820,H,H,M,Austin,TX,78741-4902,,,R,11/18/1987,M,,0,0,0,1,,,0,,,1,Human Directional,Z000000001,1
121674577,H,H,M,Denver,CO,80241,,,R,10/24/1984,M,,1,0,0,0,,,0,,,1,Drive By,Z000000001,1
121673752,H,H,,Trinity,FL,34655,,,F,9/2/1984,F,,0,0,1,0,,,0,,,1,Live/Work in Area,Z000000001,2
121626151,H,W,W,Ft. Worth,Tx,76137,,T0000015,R,9/4/1991,F,,1,1,0,1,,,0,,,1,Drive By,Z000000005,1
121572449,H,H,W,Grapevine,TX,76051-0989,,,R,5/28/1967,M,,0,0,0,1,,,0,,,1,Friend/Family Referral,Z000000001,1
121572203,H,H,W,Scottsdale,AZ,85258,,Mdcl,R,8/22/1985,M,,1,0,0,0,,,0,,,1,Live/Work in Area,Z000000001,1
121571469,H,W,W,Houston,TX,77064,,,R,4/1/1990,M,,1,0,0,0,,,0,,,1,ApartmentFinder.com,Z000000003,1
121565694,H,H,W,Dallas ,TX,75287,,Rstrnt,R,10/13/1988,F,,0,1,0,0,,,0,,,1,Rent.com,Z000000003,1
121540283,H,H,M,San Marcos,TX,78666,,T0000009,R,1/5/1979,M,,0,0,0,1,,,0,,,1,Bandit/Bootleg Sign,Z000000005,1
121524692,H,H,W,Palatine,IL,60074,,T0000007,O,11/10/1953,M,,0,0,0,1,,,0,,,1,Live/Work in Area,Z000000005,1
121523067,H,H,W,Phoenix,AZ,85048,,,N,10/8/1974,M,,1,0,0,0,,,0,,,1,Previous Resident,Z000000005,3
121491981,H,H,W,Scottsdale,AZ,85258-5920,,,F,7/25/1987,F,,1,0,0,0,,,0,,,1,ApartmentRatings.com,Z000000001,1
121491981,H,H,W,Scottsdale,AZ,85258-5920,,,F,7/25/1987,F,,1,0,0,0,,,0,,,1,ApartmentRatings.com,Z000000001,1
121468247,H,H,M,Savannah,GA,31401,,,R,11/26/1965,M,,0,0,0,1,,,0,,,1,Craigslist.org,Z000000005,1
121436024,H,H,M,Dallas,TX,75254,,Mdcl,R,9/15/1978,F,,0,1,0,0,,,0,,,1,ApartmentGuide.com,Z000000005,2
121363471,H,H,W,St Louis Park,MN,55426-4148,,T0000022,R,3/5/1965,M,,1,0,0,0,,,0,,,1,Rent.com,Z000000001,1
121337962,H,H,W,The Woodlands,TX,77380,,,O,6/12/1970,F,,1,0,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000063,1
121331211,H,H,W,Houston,TX,77077,,T0000023,R,1/22/1981,F,,1,0,0,0,,,0,,,1,Google.com,Z000000001,1
121324164,H,W,W,Portland,TX,78374,,,R,5/13/1973,M,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000005,2
121304804,H,H,W,Clarksville,TN,37040,,,R,1/10/1961,F,,0,1,0,0,,,0,,,1,Google.com,Z000000005,1
121244988,H,H,W,Universal City,TX,78148,,,R,7/18/1992,F,,1,0,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000003,3
121242794,H,H,W,San Antonio,TX,78229-2705,,,R,5/3/1972,F,,0,1,0,0,,,0,,,1,Google.com,Z000000005,4
121177814,H,H,,Collingswood,NJ,08107-1669,,T0000012,N,12/26/1985,F,,0,1,0,1,,,0,,,1,Google.com,Z000000003,3
121159959,H,H,M,Dupont,WA,98327-6821,,,R,10/5/1956,M,,0,0,0,1,,,0,,,1,For Rent,Z000000005,2
121158637,H,H,W,Phoenix,AZ,85044,,T0000012,N,7/29/1987,F,,0,1,0,0,,,0,,,1,Drive By,Z000000005,1
121143344,H,H,W,Lancaster,TX,75134-2200,,,R,8/26/1974,F,,1,0,0,0,,,0,,,1,Drive By,Z000000005,1
121123830,H,H,W,Glenn Heights,TX,75154-8769,,,R,1/8/1955,M,,1,0,0,0,,,0,,,1,Drive By,Z000000005,2
121119622,H,H,,Vancouver,WA,98661,,,F,1/7/1970,,0,1,0,0,0,,,0,,,1,ForRent.com,Z000000001,1
121110639,H,H,W,Austin,TX,78745-6604,,,F,11/21/1959,,,1,0,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000001,1
121107793,H,M,M,Acworth,GA,30101-5080,,,F,6/6/1979,,0,1,0,0,0,,,0,,,1,Google.com,Z000000005,4
121107384,H,H,W,Durham,NC,27703-8498,,,F,6/13/1972,,,1,0,0,0,,,0,,,1,Yahoo.com,Z000000005,3
121105221,H,H,M,Broomfield,CO,80021,,,F,3/25/1983,M,,1,0,0,0,,,0,,,1,Google.com,Z000000001,1
121104758,H,H,W,Lakewood,CO,80235-1181,,,F,12/15/1977,,,0,1,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000005,1
121100757,H,H,W,Minneapolis,MN,55408,,,F,10/23/1963,,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000001,2
121097793,H,H,W,Lancaster,TX,75134-4635,,,R,10/10/1973,F,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000005,2
121093039,H,H,,Dallas,TX,75206,,,F,5/5/1980,F,,1,0,0,0,,,0,,,1,Employee Referral,Z000000005,1
121093003,H,H,W,Phoenix,AZ,85048,,,F,6/18/1991,,,1,0,0,0,,,0,,,1,Greystar.com-Desktop,Z000000001,1
121092075,H,H,,Altamonte Springs,FL,32714,,,F,7/20/1968,,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000004,2
121090901,H,H,W,Walnut Creek,CA,94596,,,F,4/7/1984,,,1,0,0,0,,,0,,,1,For Rent,Z000000005,2
121089798,H,H,W,Plano,TX,75075,,,F,7/17/1987,F,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,1
121086173,H,H,W,Austin,TX,78745-6604,,,F,1/19/1987,,,1,0,0,0,,,0,,,1,Greystar.com-Desktop,Z000000001,1
121083671,H,M,,Keller,TX,76248,,,F,5/26/1979,,,1,0,0,0,,,0,,,1,ApartmentFinder.com,Z000000005,1
121082609,H,H,W,Houston,TX,77003,,,F,8/19/1948,,,1,1,1,1,,,0,,,1,Realtor Referral,Z000000005,2
121076999,H,M,,Orlando,FL,32835-7025,,,F,1/12/1976,,,0,1,0,0,,,0,,,1,ApartmentRatings.com,Z000000005,4
121076091,H,H,,The Colony,TX,75056,,,F,5/24/1984,F,,1,0,0,0,,,0,,,1,Drive By,Z000000001,2
121076024,H,M,,Albany,GA,31705,,,F,5/30/1968,,0,0,1,0,1,,,0,,,1,Preferred Employer Program,Z000000005,2
121074395,H,H,W,Alpharetta,GA,30043,,,F,10/7/1978,,,1,0,0,0,,,0,,,1,Friend/Family Referral,Z000000001,1
121074296,H,H,M,Denver,CO,80216,,,F,3/28/1985,F,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000001,1
121073906,H,H,W,Chicago,IL,60642,,,F,2/14/1985,,,1,0,0,0,,,0,,,1,Apartment Locators,Z000000005,2
121072794,H,H,W,Davie,FL,33314,,,F,3/23/1982,M,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000001,2
121072609,H,H,W,Jersey City,NJ,07304-6100,,,F,2/16/1989,,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000001,2
121071594,H,H,W,Pensacola,FL,32514,,,F,1/30/1977,M,,1,0,0,0,,,0,,,1,Google.com,Z000000005,2
121070707,H,M,,Valley,AL,36854,,,F,6/15/1966,,0,1,0,0,0,,,0,,,1,Realtor Referral,Z000000001,1
121070101,H,H,W,Charlotte,NC,28202,,,F,1/29/1984,,,1,0,0,0,,,0,,,1,Resident Referral,Z000000001,1
121066933,H,M,,Mansfield,MA,2048,,,F,2/10/1957,,0,1,0,0,0,,,0,,,1,Non Greystar Prop Referral,Z000000005,1
121065277,H,H,W,Austin,TX,78741,,,F,11/25/1975,,,1,0,0,0,,,0,,,1,Drive By,Z000000001,1
121063902,H,M,,Chandler,AZ,85225,,,F,3/16/1990,F,0,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,1
121063645,H,H,M,Phoenix,AZ,85020,,,F,10/30/1980,M,,1,0,0,0,,,0,,,1,Drive By,Z000000007,1
121058746,H,H,M,Corpus Christi,TX,78414,,T0000017,O,8/15/1977,M,,1,0,0,0,,,0,,,1,Resident Referral,Z000000001,1
121057181,H,H,M,Fairfax,VA,22030,,,N,4/27/1980,F,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000005,1
121048468,H,H,W,Charlotte,NC,28273,,,F,8/5/1988,,,1,0,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000005,2
121047128,H,H,,Silver Spring,MD,20904,,T0000003,R,12/20/1980,F,,1,0,0,0,,,0,,,1,Apartment Guide,Z000000005,1
121046198,H,H,W,Lakewood,CO,80235-1177,,,F,2/16/1974,,,1,0,0,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000005,3
121040874,H,M,M,Austell,GA,30106,,,F,9/11/1976,,0,0,1,0,0,,,0,,,1,Apartment Locators,Z000000001,1
121037845,H,W,W,Houston,TX,77064,,,R,3/25/1984,F,,0,1,0,0,,,0,,,1,Drive By,Z000000005,3
121036799,H,H,W,Dallas,TX,75206,,,F,5/2/1979,F,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000001,1
121033488,H,H,W,Bothell,WA,98011-9326,,,F,7/30/1974,,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000001,1
121031969,H,H,,Denver,CO,80216,,,F,11/7/1986,F,,1,0,0,0,,,0,EMAIL,,1,ApartmentGuide.com,Z000000001,1
121030694,H,H,,Dunwoody,GA,30338,,,F,6/29/1987,F,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000001,1
121025167,H,M,,Ridgeland,MS,39157,,,F,9/18/1978,,0,1,0,0,0,,,0,,,1,Apartment Finder,Z000000005,1
121024976,H,H,M,Lakewood,CO,80227-4644,,,R,6/6/1962,F,,0,0,0,1,,,0,,,1,Resident Referral,Z000000001,3
121023291,H,M,,Landover,MD,20785,,,F,6/17/1977,,0,0,1,0,1,,,0,,,1,Craigslist.org,Z000000003,4
121022800,H,H,W,Orange Park,FL,32073,,,F,11/18/1964,F,,1,1,1,1,,,0,,,1,Previous Resident,Z000000005,1
121020985,H,H,,Lakewood,CO,80235-1171,,,F,5/27/1987,,,1,0,0,0,,,0,,,1,Other,Z000000001,2
121019591,H,M,,Louisville ,KY,40207,,,F,7/12/1977,,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000005,1
121017573,H,M,,Scottsdale,AZ,85258,,,F,4/8/1986,,,1,0,0,0,,,0,,,1,Drive-by,Z000000005,2
121013941,H,H,W,Plano,TX,75075,,,F,1/31/1984,F,,1,0,0,0,,,0,,,1,Google.com,Z000000001,1
121012206,H,M,W,SMYRNA,GA,30080,,,F,10/19/1988,,,1,0,0,0,,,0,,,1,Pmove,Z000000001,1
121011697,H,H,W,Charlotte,NC,28273,,,F,7/12/1980,,,1,0,0,0,,,0,,,1,For Rent,Z000000001,1
121006720,H,H,W,McKinney,TX,75070,,,F,8/12/1981,F,,1,0,0,0,,,0,,,1,Realtor Referral,Z000000001,1
121006002,H,M,M,Mill Creek,WA,98012,,,F,7/31/1965,,,1,0,0,0,,,0,,,1,ApartmentGuide.com,Z000000001,1
121005771,H,,,Tampa,FL,33613,,,F,1/24/1981,M,,1,0,0,0,,,0,,,1,ForRent.com,Z000000001,2
121004095,H,H,W,Hackensack,NJ,7601,,T0000015,R,7/5/1957,F,,1,0,0,0,,,0,,,1,Other,Z000000005,1
101781156,H,H,W,Austin,TX,78729,,,F,11/18/1977,,,0,1,0,0,,,0,,,1,Google.com,Z000000001,1
101779873,H,M,,Broomfield,CO,80021-4164,,,F,5/23/1984,F,,0,1,0,1,,,0,,,1,Realtor Referral,Z000000005,2
101778906,H,M,M,Westminster,CO,80234-2595,,,F,8/6/1983,M,,1,0,0,0,,,0,,,1,Rent.com,Z000000005,2
101778642,H,H,,Atlanta,GA,30324,,,F,2/22/1991,,0,1,0,0,0,,,0,,,1,Friend/Family Referral,Z000000005,2
101778562,H,M,,Savannah,GA,31401,,,F,5/9/1972,,,1,0,0,0,,,0,,,1,Drive By,Z000000005,1
101777592,H,H,W,Atlanta,GA,30324,,,F,11/14/1977,,,1,0,0,0,,,0,,,1,Non Greystar Properrty Referral,Z000000005,1
101775892,H,H,,Austin,TX,78728,,,F,3/29/1985,M,0,1,0,0,0,,,0,,,1,Drive By,Z000000001,2
101775225,H,,,Austin,TX,78758,,,F,5/16/1985,F,0,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,1
101769552,H,H,W,McKinney,TX,75070,,,F,3/15/1994,,,1,0,0,0,,,0,,,1,Google.com,Z000000001,1
101761859,H,,W,Durham,NC,27703-8012,,,F,3/24/1985,,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000005,2
101761691,H,M,M,Plantation,FL,33324,US,,F,2/28/1977,F,0,1,0,0,0,,,0,,,1,Property Web Site,Z000000001,2
101755426,H,H,,Washington,DC,20011,,,F,3/15/1972,M,,1,0,0,0,,,0,,,1,Live/Work in Area,Z000000001,1
101754739,H,H,W,Austin,TX,78741,,,F,9/23/1982,,,1,0,0,0,,,0,,,1,Apartment Locators,Z000000001,1
101749704,H,H,W,Dallas,TX,75235,,,F,1/31/1989,,,0,1,0,0,,,0,,,1,Property Web Site,Z000000001,1
101748364,H,M,,Marietta,GA,30067,,,F,11/22/1980,,,1,0,0,0,,,0,,,1,Resident Referral,Z000000001,1
101744838,H,H,W,SMYRNA,GA,30080,,,F,10/5/1989,,,1,0,0,0,,,0,,,1,Resident Referral,Z000000003,2
101743119,H,M,,Westminster,CO,80234-4636,,,F,11/29/1983,M,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000005,2
101743119,H,M,,Westminster,CO,80234-4636,,,F,11/29/1983,M,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000005,2
101742633,H,H,W,Austin,TX,78729,,T0000020,R,6/13/1966,F,,1,0,0,0,,,0,,,1,Apartment Locators,Z000000005,4
101739276,H,H,,Charlotte,NC,28273,,,F,9/13/1972,,,0,0,1,0,,,0,,,1,Banner/A-Frame/Other Sign,Z000000001,1
101738322,H,H,W,Mukilteo,WA,98275,,,F,3/18/1961,,,1,0,0,0,,,0,,,1,Google.com,Z000000003,1
101734938,H,H,W,Charlotte,NC,28273,,,F,3/2/1987,,,1,0,0,0,,,0,,,1,Friend/Family Referral,Z000000001,1
101728728,H,H,,Denver,CO,80216,,,F,7/28/1989,F,,1,0,0,0,,,0,EMAIL,,1,Google.com,Z000000001,2
101718934,H,M,,Westminster,CO,80234-2571,,,F,10/20/1983,F,,1,0,0,0,,,0,,,1,Google.com,Z000000005,2
101718117,H,H,W,Fairfax,VA,22030,,T0000009,R,3/2/1985,M,,0,1,0,0,,,0,,,1,Monument Sign,Z000000005,1
101717499,H,M,M,Geneseo,IL,61254,,,F,1/24/1981,,0,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000003,1
101711641,H,H,,Dallas,TX,75216,,,F,8/12/1977,,0,0,1,0,0,,,0,,,1,Preferred Employer Program,Z000000005,1
101707383,H,H,W,McKinney,TX,75070,,,F,8/26/1987,F,,1,0,0,0,,,0,,,1,Apartments.com,Z000000005,2
101706057,H,H,W,SMYRNA,GA,30080,,,F,2/27/1978,,,0,1,0,0,,,0,,,1,Google.com,Z000000001,1
101703332,H,M,,Grayson,GA,30017,,,F,6/15/1986,,0,1,0,0,0,,,0,,,1,Realtor Referral,Z000000001,1
101700341,H,M,,Westminster,CO,80021,,,F,2/4/1965,,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,1
101700248,H,M,,Dallas,TX,75214,,,F,8/29/1985,,,1,0,0,0,,,0,,,1,Drive By,Z000000001,1
101699815,H,H,,SMYRNA,GA,30080,,,F,7/7/1982,,,1,0,0,0,,,0,,,1,Friend/Family Referral,Z000000001,2
101699734,H,M,W,Thornton,CO,80233-3748,,,F,9/4/1988,,,1,0,0,0,,,0,,,1,Property Website-Desktop,Z000000005,2
101699395,H,M,,Duncan,OK,73533,,,F,12/6/1969,,0,1,0,0,0,,,0,,,1,Property Website-Mobile,Z000000005,1
101696709,H,M,,Broomfield,CO,80021,,,F,5/20/1971,M,,1,0,0,0,,,0,,,1,Craigslist.org,Z000000005,1
101690824,H,M,,Blackshear,GA,31516,,,F,6/21/1972,,0,1,0,0,0,,,0,,,1,Drive-by,Z000000012,2
101690074,H,H,W,SMYRNA,GA,30080,,,F,9/12/1988,,,0,1,0,0,,,0,,,1,Friend/Family Referral,Z000000001,1
101685042,H,H,W,SMYRNA,GA,30080,,,F,8/24/1985,,,0,1,0,0,,,0,,,1,Realtor Referral,Z000000001,1
101679688,H,M,,Austin,TX,78741,,,F,8/11/1979,M,,1,0,0,0,,,0,,,1,Resident Referral,Z000000001,1
101677661,H,H,W,SMYRNA,GA,30080,,,F,8/2/1984,,,0,1,0,0,,,0,,,1,Apartment Locators,Z000000001,1
101675768,H,H,,Houston,TX,77056,,,F,5/31/1983,M,,1,0,0,0,,,0,EMAIL,,1,Other,Z000000001,1
101669952,H,H,W,SMYRNA,GA,30080,,,F,8/6/1991,,,1,0,0,0,,,0,,,1,Apartment Locators,Z000000001,1
101666950,H,H,W,McKinney,TX,75070,,,F,12/4/1974,F,,1,0,0,0,,,0,,,1,Apartment Locators,Z000000005,1
101664646,H,H,,Marietta,GA,30062-4608,,,F,3/12/1982,,,1,0,0,0,,,0,,,1,Resident Referral,Z000000005,2
101660231,H,M,,Elizabeth,CO,80107,,,F,6/8/1977,F,0,1,0,0,0,,,0,,,1,Rent.com,Z000000001,2
101658676,H,M,,Pasadena,MD,21122,,,F,2/18/1982,,0,1,0,0,0,,,0,,,1,Drive-by,Z000000001,1
101656126,H,H,W,Houston,TX,77054,,,N,7/8/1982,M,,1,0,0,0,,,0,,,1,Drive-by,Z000000001,4
101656007,H,M,M,Austin,TX,78741,,,F,8/11/1985,M,,1,0,0,0,,,0,PHONE,,1,Property Web Site,Z000000001,1
101655717,H,H,,Dunwoody,GA,30338,,,F,2/28/1974,,,1,0,0,0,,,0,,,1,Resident Referral,Z000000005,3
101649362,H,H,W,Charlotte,NC,28273,,,F,3/13/1965,,,1,0,0,0,,,0,,,1,Rent.com,Z000000005,1
101647849,H,H,,Dallas,TX,75214,,,F,6/3/1982,,,1,0,0,0,,,0,,,1,Other,Z000000001,1
101647341,H,H,W,Austin,TX,78717,,,R,12/29/1964,M,,1,0,0,0,,,0,,,1,Property Website-Mobile,Z000000001,1
101643989,H,H,W,Saint Petersburg,FL,33713,,Mdcl,O,9/9/1963,F,,0,0,0,1,,,0,,,1,Realtor Referral,Z000000001,1
101642955,H,H,W,McKinney,TX,75070,,,F,11/22/1987,F,,0,1,0,0,,,0,,,1,Google.com,Z000000005,2
101642760,H,H,,North Kingstown,RI,2852,,,F,7/22/1986,M,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,1
101636505,H,M,,Raleigh,NC,27613-3865,,,F,10/14/1974,F,,0,0,0,1,,,0,,,1,Apartment Finder,Z000000009,3
101635623,H,M,,Austin,TX,78741,,,F,8/8/1991,,,1,0,0,0,,,0,,,1,Apartments.com,Z000000001,2
101634945,H,W,W,Richmond ,VA,23224,,T0000020,R,2/8/1993,F,,0,1,0,1,,,0,,,1,Craigslist.org,Z000000003,2
101634491,H,H,W,McKinney,TX,75070,,,F,1/18/1967,M,,1,0,0,0,,,0,,,1,Drive-by,Z000000003,1
101631669,H,H,M,San Francisco,CA,94107-2475,,T0000021,R,10/22/1963,M,0,1,1,1,1,,,0,,,1,Other,Z000000001,1
101631182,H,M,,Newport Beach,CA,92663,,,F,7/17/1979,,0,1,0,0,0,,,0,,,1,Apartment Finder,Z000000001,1
